date,Close,High,Low,Open,Volume,log_return,abs_return,intraday_range,next_log_return,market_up,next_market_up,return_lag1,return_lag2,vol_5d,vol_20d,date_only,post_count,vader_mean,vader_std,vader_max_pos,vader_max_neg,finbert_mean,finbert_std,caps_ratio_mean,exclamation_mean,exclamation_max,max_engagement,mean_word_count,mention_count,reply_count,topic_elections,topic_rallies_campaign,topic_praise_thanks,topic_motivational,topic_media_attacks,topic_legal,topic_trump_identity,topic_rallies_nationalism,topic_trade_geopolitics,topic_economy_markets,topic_motivational_business,topic_endorsements,topic_sports,topic_book_promotion,topic_energy_environment,post_count_premarket,vader_mean_premarket,vader_std_premarket,vader_max_pos_premarket,vader_max_neg_premarket,finbert_mean_premarket,finbert_std_premarket,caps_ratio_mean_premarket,exclamation_mean_premarket,exclamation_max_premarket,max_engagement_premarket,mean_word_count_premarket,mention_count_premarket,reply_count_premarket,topic_elections_premarket,topic_rallies_campaign_premarket,topic_praise_thanks_premarket,topic_motivational_premarket,topic_media_attacks_premarket,topic_legal_premarket,topic_trump_identity_premarket,topic_rallies_nationalism_premarket,topic_trade_geopolitics_premarket,topic_economy_markets_premarket,topic_motivational_business_premarket,topic_endorsements_premarket,topic_sports_premarket,topic_book_promotion_premarket,topic_energy_environment_premarket,vader_3d_rolling,vader_7d_rolling,vader_momentum,emb_diversity,dominant_cluster,novelty_score,cluster_outlier,cluster_topic_0,cluster_topic_1,cluster_topic_10,cluster_topic_11,cluster_topic_12,cluster_topic_13,cluster_topic_2,cluster_topic_3,cluster_topic_4,cluster_topic_5,cluster_topic_6,cluster_topic_7,cluster_topic_8,cluster_topic_9
2013-10-03,1678.66,1692.35,1670.36,1692.35,3279650000,-0.0089794376191796,0.0089794376191796,0.0129937660649392,0.0070532448500588,0,1,-0.0006666666666667,0.0079985727453837,0.0065265681082508,0.005947536832563905,2013-10-03,23.0,-0.013621739130434789,0.5325583032158175,0.8625,-0.8617,-0.16623546826936628,0.4562550405916587,0.08312308864604899,0.13043478260869565,1.0,7.0192966537150445,15.173913043478262,17.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,-0.33216666666666667,0.41394026541680307,0.0,-0.7959,-0.04651492896179358,0.7120007184514692,0.06300451214968746,0.3333333333333333,1.0,4.442651256490317,11.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11989411725955224,0.28975509587234105,-0.13351585638998703,0.044922072,topic_0,0.13552320003509521,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-04,1690.5,1691.94,1677.33,1678.79,2880270000,0.0070532448500588,0.0070532448500588,0.0087026965850404,-0.0085063590653653,1,0,-0.0089794376191796,-0.0006666666666667,0.007600565490618004,0.006109731424714691,2013-10-04,20.0,0.296565,0.47337380163983234,0.9441,-0.8591,0.05252486821264028,0.24520256737578852,0.1265524075799874,0.55,3.0,6.748759547491679,13.85,19.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-0.577,,-0.577,-0.577,-0.06250914931297302,,0.12295081967213115,3.0,3.0,5.817111159963204,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1441507839262189,0.2837526468927492,0.1524142160737811,0.04376174,topic_0,0.10061752796173096,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-07,1676.12,1687.15,1674.7,1687.15,2678490000,-0.0085063590653653,0.0085063590653653,0.0073793083009809,-0.0123320525976658,0,0,0.0070532448500588,-0.0089794376191796,0.008143026418470428,0.0060887434077601475,2013-10-07,18.0,0.1727388888888889,0.4477060960034974,0.8478,-0.5848,-0.022172556569178898,0.3860799907439305,0.08875218433575778,0.5555555555555556,2.0,11.839029855019286,18.61111111111111,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.14946666666666666,0.41795469850212236,0.7409,-0.4767,0.025244844353033438,0.2702180728074167,0.12103593656721312,0.6666666666666666,2.0,6.3080984415095305,16.666666666666668,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6294796296296298,0.36352660580964924,-0.4567407407407409,0.041299865,topic_0,0.11644166707992554,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-08,1655.45,1676.79,1655.03,1676.22,3569230000,-0.0123320525976658,0.0123320525976658,0.0129815895288207,0.0005738620918782,0,1,-0.0085063590653653,0.0070532448500588,0.007833514218971542,0.006444166501199012,2013-10-08,18.0,0.15623888888888893,0.5726967980671271,0.9231,-0.7906,-0.15534762903634045,0.42173701848390865,0.07015077161084486,0.3888888888888889,1.0,10.34061281337216,15.11111111111111,15.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,0.26125,0.42393151064091206,0.6239,-0.69,-0.038428859668783844,0.21783161544861063,0.07906922963817059,0.5,1.0,10.34061281337216,11.625,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4162592592592594,0.35387573279377627,-0.26002037037037046,0.044419516,outlier,0.2042001485824585,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-09,1656.4,1662.47,1646.47,1656.99,3577840000,0.0005738620918782,0.0005738620918782,0.0096560631023723,0.0218304757304999,1,1,-0.0123320525976658,-0.0085063590653653,0.008010301761952398,0.006389083549429658,2013-10-09,16.0,0.26603125,0.44578618001421566,0.913,-0.9435,0.04824875562917441,0.33025162444933,0.08548840683684446,0.75,5.0,8.707813551024888,19.3125,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.31534,0.5293329769100396,0.913,-0.9435,0.08656722698360682,0.4016944665400479,0.09964624016512649,1.2,5.0,8.707813551024888,18.6,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1983363425925928,0.37052175552104893,0.06769490740740719,0.043553125,outlier,0.1743067502975464,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-10,1692.56,1692.56,1660.88,1660.88,3362300000,0.0218304757304999,0.0218304757304999,0.0190742257116708,0.0062863354917994,1,1,0.0005738620918782,-0.0123320525976658,0.013566750672857938,0.008134651939370042,2013-10-10,22.0,0.18941818181818182,0.5908048131766762,0.8313,-0.8718,-0.009013410911641338,0.41028897324363794,0.1009720054543675,0.6363636363636364,3.0,7.483806687665835,15.681818181818182,29.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.05196666666666664,0.8403794757925335,0.7712,-0.8718,0.07469077905019124,0.1151987376116959,0.10047080178110553,1.3333333333333333,2.0,5.6131281063880705,16.333333333333332,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20389610690235713,0.39952745851370847,-0.014477925084175308,0.041382734,outlier,0.10093837976455688,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-11,1703.2,1703.44,1688.52,1691.09,2944670000,0.0062863354917994,0.0062863354917994,0.0088227119786646,0.0040746829497417,1,1,0.0218304757304999,0.0005738620918782,0.01349558321682324,0.008229061170042764,2013-10-11,48.0,0.38143333333333335,0.43162412841145753,0.9337,-0.7777,0.17434503318509087,0.34989353068169693,0.10631645846793443,0.7708333333333334,5.0,6.748759547491679,14.0625,74.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,0.525716,0.3565701879013443,0.9057,-0.5994,0.2860582854226232,0.24748054598821773,0.1181594179270913,1.04,5.0,6.748759547491679,15.28,51.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2789609217171719,0.41165150613275614,0.10247241161616144,0.041756738,topic_0,0.059609830379486084,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-14,1710.14,1711.03,1692.13,1699.86,2580580000,0.0040746829497417,0.0040746829497417,0.0111185627051638,-0.007063749166735,1,0,0.0062863354917994,0.0218304757304999,0.012263722771908882,0.008182932514105753,2013-10-14,24.0,0.44692916666666666,0.47050038347641043,0.9372,-0.8478,0.14688438561279327,0.3527131892587101,0.11418867018152652,0.5,4.0,6.654152520183219,12.708333333333334,31.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.5338428571428572,0.6434728661908049,0.9359,-0.8478,0.16776045997227942,0.1833547187131692,0.08523569083633098,0.8571428571428571,4.0,5.680172609017068,15.714285714285714,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6556163888888892,0.42285297438672437,-0.20868722222222252,0.042578623,topic_0,0.12292301654815674,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-15,1698.06,1711.57,1695.93,1709.17,3327740000,-0.007063749166735,0.007063749166735,0.0091506403693019,0.0138275443741682,0,1,0.0040746829497417,0.0062863354917994,0.010616050044528787,0.008293973612660122,2013-10-15,5.0,0.26266,0.6124271940402386,0.8068,-0.6908,-0.12921327129006385,0.253952013114001,0.08339723770811762,0.2,1.0,6.9782137426306985,16.4,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4737363888888891,0.43805599025974024,-0.21107638888888908,0.040006664,outlier,0.38816601037979126,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-16,1721.54,1721.76,1700.49,1700.49,3486180000,0.0138275443741682,0.0138275443741682,0.0125081594128751,0.0067439618016427,1,1,-0.007063749166735,0.0040746829497417,0.010843031716945513,0.008430276249320018,2013-10-16,15.0,0.44745333333333337,0.34713696939941374,0.919,-0.2003,0.25706926770508287,0.32884950672589136,0.13002423414154143,0.6666666666666666,3.0,4.2626798770413155,13.733333333333333,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.43926,0.4757652131041109,0.919,-0.128,0.060340517573058604,0.4421530576681657,0.13167963708098743,0.8,1.0,4.2626798770413155,19.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38568083333333353,0.46397343073593067,0.06177249999999984,0.03870457,topic_0,0.16606247425079346,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-17,1733.15,1733.45,1714.12,1720.17,3453590000,0.0067439618016427,0.0067439618016427,0.011237261433463,0.0065487695813979,1,1,0.0138275443741682,-0.007063749166735,0.007562339638731781,0.008553624570379479,2013-10-17,20.0,0.38451,0.5918114021241991,0.8832,-0.8553,0.07257009274326265,0.4637346300852914,0.07957423606859032,0.95,6.0,6.879355804460439,18.1,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.67245,0.33750074814731895,0.8751,0.0,0.2644698712974787,0.33593225586145203,0.06635856811684882,1.8333333333333333,6.0,6.870053411798126,20.833333333333332,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.36487444444444467,0.4918436904761904,0.01963555555555535,0.044042137,outlier,0.17828941345214844,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-18,1744.5,1745.31,1735.74,1736.72,3664890000,0.0065487695813979,0.0065487695813979,0.0055103873969321,9.17168243050881e-05,1,1,0.0067439618016427,0.0138275443741682,0.00757636004108436,0.00846629945683147,2013-10-18,68.0,0.10237647058823529,0.6138098332369742,0.9587,-0.953,-0.08668274062630885,0.5014008738797449,0.09844461688005782,0.47058823529411764,2.0,8.002359546252707,17.41176470588235,153.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.19449999999999998,0.6313123553360888,0.7841,-0.7712,0.021996383821325644,0.4828234834984945,0.174936880937945,0.2857142857142857,1.0,6.822197390620491,11.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3114466013071897,0.4519784243697479,-0.20907013071895442,0.040835965,outlier,0.07616418600082397,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-21,1744.66,1747.79,1740.67,1745.2,3052710000,9.17168243050881e-05,9.17168243050881e-05,0.0040797616319045,0.0057375075946028,1,1,0.0065487695813979,0.0067439618016427,0.007878499364695432,0.008361869817064169,2013-10-21,19.0,0.35134210526315784,0.4396203517629848,0.9041,-0.5574,0.026766211750279916,0.43123251136406643,0.09118918314450199,0.3157894736842105,2.0,7.597897950521784,13.210526315789474,22.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5255,,0.5255,0.5255,0.01803133822977543,,0.1,1.0,1.0,4.23410650459726,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31357759717922273,0.30539037077989084,0.03776450808393511,0.043101832,topic_0,0.1746882200241089,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-22,1754.67,1759.33,1746.48,1746.48,3850840000,0.0057375075946028,0.0057375075946028,0.0073576565434473,-0.0047245350977676,1,0,9.17168243050881e-05,0.0065487695813979,0.004882670381938923,0.008366351897050265,2013-10-22,8.0,0.3149375,0.4384063768354653,0.807,-0.4215,0.1562019243137911,0.2659022309585075,0.10898593138348013,0.375,1.0,7.352441100243583,14.375,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37592931286549724,0.31285858506560515,-0.060991812865497264,0.042848203,topic_0,0.264072060585022,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-23,1746.38,1752.27,1740.5,1752.27,3713380000,-0.0047245350977676,0.0047245350977676,0.0067170013753588,0.0032581683253356,0,1,0.0057375075946028,9.17168243050881e-05,0.005053684212771135,0.008433212546985718,2013-10-23,18.0,0.26827222222222225,0.6476353883488997,0.9338,-0.8955,0.03745450643408629,0.399404848852811,0.10790498286686964,0.4444444444444444,2.0,7.371489295214277,14.444444444444445,19.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,-0.1952,0.9871283553824193,0.9338,-0.8955,-0.3926465182254712,0.6997904561123712,0.05941235353000059,1.0,1.0,6.1070228877422545,24.666666666666668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31151727582846017,0.28726128347830354,-0.043245053606237926,0.04283094,topic_0,0.08233660459518433,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-24,1752.07,1753.94,1745.5,1747.48,3671700000,0.0032581683253356,0.0032581683253356,0.0048298120722412,0.0043948015775625,1,1,-0.0047245350977676,0.0057375075946028,0.0046080896090048284,0.008430682544062072,2013-10-24,12.0,0.45190833333333336,0.362735835406262,0.9246,0.0,0.22581510851159692,0.3750541066688667,0.07408325789918568,0.25,1.0,7.471363088187097,16.583333333333332,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.345039351851852,0.29688961681163695,0.10686898148148133,0.04175506,topic_0,0.23858940601348877,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-25,1759.77,1759.82,1752.45,1756.01,3175720000,0.0043948015775625,0.0043948015775625,0.0041970148233779,0.0013297192246712,1,1,0.0032581683253356,-0.0047245350977676,0.004178494345739709,0.008343867414578852,2013-10-25,10.0,0.24596999999999997,0.5696088054289734,0.9388,-0.5848,0.22714974991977216,0.2900574465893226,0.10256521940578371,0.9,2.0,6.324358962381311,16.5,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32205018518518536,0.31740297815617474,-0.07608018518518539,0.034008812,topic_0,0.13766628503799438,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-28,1762.11,1764.99,1757.67,1759.42,3282300000,0.0013297192246712,0.0013297192246712,0.004160461970422,0.005584214379352,1,1,0.0043948015775625,0.0032581683253356,0.004091322218582668,0.008130411890731902,2013-10-28,15.0,0.13610666666666665,0.4862779414912344,0.8439,-0.8685,-0.08261590463419756,0.5601627878428144,0.08957249710991359,0.4,1.0,6.29156913955832,15.333333333333334,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.49760000000000004,0.0830143361113007,0.5563,0.4389,0.09593040123581886,0.012278208054392505,0.08323433323433324,0.5,1.0,3.367295829986474,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214169590643294,0.2696447347535505,-0.06603502923976629,0.0427825,topic_0,0.1724931001663208,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-29,1771.95,1772.09,1762.93,1762.93,3358460000,0.005584214379352,0.005584214379352,0.005195895469474,-0.0048759840853297,1,0,0.0013297192246712,0.0043948015775625,0.004056733103838817,0.008060121862720912,2013-10-29,20.0,-0.046555,0.6084149133739157,0.9308,-0.9169,-0.12320684050209821,0.5430674636400111,0.06942866246637522,0.4,1.0,7.96346006663897,18.4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,-0.28126666666666666,0.6256109898864203,0.7003,-0.9112,-0.1022559351598223,0.5071641682586269,0.10071707865825513,0.5,1.0,7.96346006663897,21.333333333333332,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1615733625730996,0.21800294903926482,-0.20812836257309958,0.043954253,outlier,0.2228231430053711,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-30,1763.31,1775.22,1757.24,1772.27,3523040000,-0.0048759840853297,0.0048759840853297,0.0101451810390064,-0.003839370275221,0,0,0.005584214379352,0.0013297192246712,0.004119283376590599,0.008194217137275073,2013-10-30,14.0,0.06545714285714285,0.5455146161960434,0.9041,-0.7506,-0.05803987716457674,0.33569911481270026,0.09287452983781072,0.2857142857142857,1.0,8.465899897028686,16.928571428571427,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.7506,,-0.7506,-0.7506,-0.38122496381402016,,0.1724137931034483,0.0,0.0,7.138073034044347,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05166960317460336,0.18902936627282488,0.013787539682539492,0.04250614,outlier,0.2736967206001282,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-10-31,1756.54,1768.53,1755.72,1763.24,3826530000,-0.003839370275221,0.003839370275221,0.0072650348222589,0.0029034351623078,0,1,-0.0048759840853297,0.005584214379352,0.004728550106830494,0.007905858872678967,2013-10-31,19.0,0.24177368421052634,0.5285242208705138,0.9403,-0.7684,0.11248575709760189,0.3931934634771172,0.07913158778931366,0.5263157894736842,6.0,8.758255243232792,15.631578947368421,13.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,0.555275,0.4466407458274864,0.9001,-0.0992,0.10179598443210125,0.20838580642648025,0.06491467294925754,0.5,1.0,8.758255243232792,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08689194235588991,0.15901013068385247,0.15488174185463643,0.0445973,topic_0,0.12454730272293091,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-11-01,1761.64,1765.67,1752.7,1758.7,3686290000,0.0029034351623078,0.0029034351623078,0.0073747654517541,0.0035705365454916,1,1,-0.003839370275221,-0.0048759840853297,0.00446247232353544,0.007828612545632916,2013-11-01,7.0,0.4645,0.3743311190198681,0.8768,-0.296,0.08506025946033853,0.08879148314704836,0.09541643324837981,0.14285714285714285,1.0,7.895063498091573,14.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.43095,0.013364318164425768,0.4404,0.4215,0.11622876627370715,0.1622114444840839,0.13846153846153847,0.0,0.0,2.833213344056216,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25724360902255655,0.19022870211242388,0.20725639097744347,0.040613636,topic_0,0.26780378818511963,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-11-04,1767.93,1768.78,1761.56,1763.4,3194870000,0.0035705365454916,0.0035705365454916,0.0040943631620732,-0.0028055409433631,1,0,0.0029034351623078,-0.003839370275221,0.0047075258182814545,0.0074233656733800795,2013-11-04,20.0,0.32450999999999997,0.47366277022237757,0.8602,-0.69,-0.04178339494392276,0.33534305143678733,0.10503436743869202,1.05,4.0,6.192362489474872,14.2,29.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8588,,0.8588,0.8588,0.04558400809764862,,0.06,1.0,1.0,4.634728988229636,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20752666666666683,0.19253654672395268,0.11698333333333313,0.041687194,topic_0,0.07708793878555298,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-11-05,1762.97,1767.03,1755.76,1765.67,3516680000,-0.0028055409433631,0.0028055409433631,0.0063828461717081,0.0042655291922153,0,1,0.0035705365454916,0.0029034351623078,0.003951943329013628,0.006676382682081356,2013-11-05,17.0,0.20982941176470588,0.5684322186557359,0.8777,-0.8959,-0.05785798769005958,0.41473798400027795,0.10065331871830908,0.7058823529411765,3.0,6.634633357861686,17.823529411764707,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.21126666666666669,0.5463233535797886,0.8655,-0.75,-0.0035671821484963098,0.14329520319050099,0.09569645565635275,0.5,1.0,6.519147287940395,16.666666666666668,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39503647058823543,0.2291628912617678,-0.18520705882352956,0.042396948,outlier,0.12930428981781006,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-11-06,1770.49,1773.74,1764.4,1765.0,3322100000,0.0042655291922153,0.0042655291922153,0.0052917847025495,-0.0131827912046946,1,0,-0.0028055409433631,0.0035705365454916,0.0038285799396558717,0.006651747989607832,2013-11-06,20.0,0.17143000000000003,0.5100011982442064,0.9342,-0.9368,0.01739494800567627,0.45642506237588953,0.08432040614264905,0.85,8.0,7.400620577371135,15.8,13.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.44953333333333334,0.44565207655000705,0.8912,0.0,0.5085413043076793,0.2039257919542306,0.06851240587083358,0.6666666666666666,1.0,5.966146739123692,15.666666666666666,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23525647058823548,0.24430187085360458,-0.06382647058823546,0.0442929,topic_0,0.13428032398223877,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2013-11-07,1747.15,1774.54,1746.2,1770.74,4143200000,-0.0131827912046946,0.0131827912046946,0.0160046082428814,0.0134275820622153,0,1,0.0042655291922153,-0.0028055409433631,0.007340306606188756,0.0061201220501861785,2013-11-07,15.0,0.27143333333333336,0.5234053628016471,0.9104,-0.5411,0.02825448364019394,0.43006250308283844,0.1017203250078982,0.7333333333333333,2.0,7.30854279753919,18.266666666666666,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.2632,0.5425699770536516,0.9104,-0.3802,0.13215016713365912,0.5917635399532918,0.05628581707912523,0.75,1.0,6.251903883165888,23.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21756424836601326,0.24853896358543412,0.0538690849673201,0.043156546,topic_7,0.197890043258667,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013-11-08,1770.61,1770.78,1747.63,1748.37,3837170000,0.0134275820622153,0.0134275820622153,0.0132409043852273,0.0007229147017131,1,1,-0.0131827912046946,0.0042655291922153,0.009840410096077796,0.00659725955768699,2013-11-08,4.0,0.2909,0.5686269779037924,0.7713,-0.4215,-0.08870617323555052,0.2807329196166745,0.04201255921937512,0.0,0.0,10.80419753244326,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.4215,,-0.4215,-0.4215,-0.5061396155506372,,0.07692307692307693,0.0,0.0,5.472270673671475,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.244587777777778,0.22373896358543416,0.046312222222222005,0.036344383,topic_8,0.602039098739624,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
