Date,Close,High,Low,Open,Volume
2012-02-21,1362.21,1367.76,1358.11,1361.22,3795200000
2012-02-22,1357.66,1362.7,1355.53,1362.11,3633710000
2012-02-23,1363.46,1364.24,1352.28,1357.53,3786450000
2012-02-24,1365.74,1368.92,1363.46,1363.46,3505360000
2012-02-27,1367.59,1371.94,1354.92,1365.2,3648890000
2012-02-28,1372.18,1373.09,1365.97,1367.56,3579120000
2012-02-29,1365.68,1378.04,1363.81,1372.2,4482370000
2012-03-01,1374.09,1376.17,1365.9,1365.9,3919240000
2012-03-02,1369.63,1374.53,1366.42,1374.09,3283490000
2012-03-05,1364.33,1369.59,1359.13,1369.59,3429480000
2012-03-06,1343.36,1363.63,1340.03,1363.63,4191060000
2012-03-07,1352.63,1354.85,1343.39,1343.39,3580380000
2012-03-08,1365.91,1368.72,1352.65,1352.65,3543060000
2012-03-09,1370.87,1374.76,1365.97,1365.97,3639470000
2012-03-12,1371.09,1373.04,1366.69,1370.78,3081870000
2012-03-13,1395.95,1396.13,1371.92,1371.92,4386470000
2012-03-14,1394.28,1399.42,1389.97,1395.95,4502280000
2012-03-15,1402.6,1402.63,1392.78,1394.17,4271650000
2012-03-16,1404.17,1405.88,1401.47,1402.55,5163950000
2012-03-19,1409.75,1414.0,1402.43,1404.17,3932570000
2012-03-20,1405.52,1409.59,1397.68,1409.59,3695280000
2012-03-21,1402.89,1407.75,1400.64,1405.52,3573590000
2012-03-22,1392.78,1402.89,1388.73,1402.89,3740590000
2012-03-23,1397.11,1399.18,1386.87,1392.78,3472950000
2012-03-26,1416.51,1416.58,1397.11,1397.11,3576950000
2012-03-27,1412.52,1419.15,1411.95,1416.55,3513640000
2012-03-28,1405.54,1413.65,1397.2,1412.52,3892800000
2012-03-29,1403.28,1405.39,1391.56,1405.39,3832000000
2012-03-30,1408.47,1410.89,1401.42,1403.31,3676890000
2012-04-02,1419.04,1422.38,1404.46,1408.47,3572010000
2012-04-03,1413.38,1419.0,1404.62,1418.98,3822090000
2012-04-04,1398.96,1413.09,1394.09,1413.09,3938290000
2012-04-05,1398.08,1401.6,1392.92,1398.79,3303740000
2012-04-09,1382.2,1397.45,1378.24,1397.45,3468980000
2012-04-10,1358.59,1383.01,1357.38,1382.18,4631730000
2012-04-11,1368.71,1374.71,1358.98,1358.98,3743040000
2012-04-12,1387.57,1388.13,1368.77,1368.77,3618280000
2012-04-13,1370.26,1387.61,1369.85,1387.61,3631160000
2012-04-16,1369.57,1379.66,1365.38,1370.27,3574780000
2012-04-17,1390.78,1392.76,1369.57,1369.57,3456200000
2012-04-18,1385.14,1390.78,1383.29,1390.78,3463140000
2012-04-19,1376.92,1390.46,1370.3,1385.08,4180020000
2012-04-20,1378.53,1387.4,1376.96,1376.96,3833320000
2012-04-23,1366.94,1378.53,1358.79,1378.53,3654860000
2012-04-24,1371.97,1375.57,1366.82,1366.97,3617100000
2012-04-25,1390.69,1391.37,1372.11,1372.11,3998430000
2012-04-26,1399.98,1402.09,1387.28,1390.64,4034700000
2012-04-27,1403.36,1406.64,1397.31,1400.19,3645830000
2012-04-30,1397.91,1403.26,1394.0,1403.26,3574010000
2012-05-01,1405.82,1415.32,1395.73,1397.86,3807950000
2012-05-02,1402.31,1405.5,1393.92,1405.5,3803860000
2012-05-03,1391.57,1403.07,1388.71,1402.32,4004910000
2012-05-04,1369.1,1391.51,1367.96,1391.51,3975140000
2012-05-07,1369.58,1373.91,1363.94,1368.79,3559390000
2012-05-08,1363.72,1369.16,1347.75,1369.16,4261670000
2012-05-09,1354.58,1363.73,1343.13,1363.2,4288540000
2012-05-10,1357.99,1365.88,1354.58,1354.58,3727990000
2012-05-11,1353.39,1365.66,1348.89,1358.11,3869070000
2012-05-14,1338.35,1351.93,1336.61,1351.93,3688120000
2012-05-15,1330.66,1344.94,1328.41,1338.36,4114040000
2012-05-16,1324.8,1341.78,1324.79,1330.78,4280420000
2012-05-17,1304.86,1326.36,1304.86,1324.82,4664280000
2012-05-18,1295.22,1312.24,1291.98,1305.05,4512470000
2012-05-21,1315.99,1316.39,1295.73,1295.73,3786750000
2012-05-22,1316.63,1328.49,1310.04,1316.09,4123680000
2012-05-23,1318.86,1320.71,1296.53,1316.02,4108330000
2012-05-24,1320.68,1324.14,1310.5,1318.72,3937670000
2012-05-25,1317.82,1324.2,1314.23,1320.81,2872660000
2012-05-29,1332.42,1334.93,1318.9,1318.9,3441640000
2012-05-30,1313.32,1331.25,1310.76,1331.25,3534290000
2012-05-31,1310.33,1319.74,1298.9,1313.09,4557620000
2012-06-01,1278.04,1309.87,1277.25,1309.87,4669350000
2012-06-04,1278.18,1282.55,1266.74,1278.29,4011960000
2012-06-05,1285.5,1287.62,1274.16,1277.82,3403230000
2012-06-06,1315.13,1315.13,1285.61,1285.61,4268360000
2012-06-07,1314.99,1329.05,1312.68,1316.15,4258140000
2012-06-08,1325.66,1325.81,1307.77,1314.99,3497190000
2012-06-11,1308.93,1335.52,1307.73,1325.72,3537530000
2012-06-12,1324.18,1324.31,1306.62,1309.4,3442920000
2012-06-13,1314.88,1327.28,1310.51,1324.02,3506510000
2012-06-14,1329.1,1333.68,1314.14,1314.88,3687720000
2012-06-15,1342.84,1343.32,1329.19,1329.19,4401570000
2012-06-18,1344.78,1348.22,1334.46,1342.42,3259430000
2012-06-19,1357.98,1363.46,1344.83,1344.83,3815350000
2012-06-20,1355.69,1361.57,1346.45,1358.04,3695700000
2012-06-21,1325.51,1358.27,1324.41,1355.43,4094470000
2012-06-22,1335.02,1337.82,1325.92,1325.92,5271490000
2012-06-25,1313.72,1334.9,1309.27,1334.9,3501820000
2012-06-26,1319.99,1324.24,1310.3,1314.09,3412940000
2012-06-27,1331.85,1334.4,1320.71,1320.71,3286910000
2012-06-28,1329.04,1331.52,1313.29,1331.52,3969370000
2012-06-29,1362.16,1362.17,1330.12,1330.12,4590480000
2012-07-02,1365.51,1366.35,1355.7,1362.33,3301650000
2012-07-03,1374.02,1374.81,1363.53,1365.75,2116390000
2012-07-05,1367.58,1373.85,1363.02,1373.72,3041520000
2012-07-06,1354.68,1367.09,1348.03,1367.09,2745140000
2012-07-09,1352.46,1354.87,1346.65,1354.66,2904860000
2012-07-10,1341.47,1361.54,1336.27,1352.96,3470600000
2012-07-11,1341.45,1345.0,1333.25,1341.4,3426290000
2012-07-12,1334.76,1341.29,1325.41,1341.29,3654440000
2012-07-13,1356.78,1357.7,1334.81,1334.81,3212930000
2012-07-16,1353.64,1357.26,1348.51,1356.5,2862720000
2012-07-17,1363.67,1365.36,1345.07,1353.68,3566680000
2012-07-18,1372.78,1375.26,1358.96,1363.58,3642630000
2012-07-19,1376.51,1380.39,1371.21,1373.01,4043360000
2012-07-20,1362.66,1376.51,1362.19,1376.51,3925020000
2012-07-23,1350.52,1362.34,1337.56,1362.34,3717180000
2012-07-24,1338.31,1351.53,1329.24,1350.52,3891290000
2012-07-25,1337.89,1343.98,1331.5,1338.35,3719170000
2012-07-26,1360.02,1363.13,1338.17,1338.17,4429300000
2012-07-27,1385.97,1389.19,1360.05,1360.05,4399010000
2012-07-30,1385.3,1391.74,1381.37,1385.94,3212060000
2012-07-31,1379.32,1387.16,1379.17,1385.27,3821570000
2012-08-01,1375.32,1385.03,1373.35,1379.32,4440920000
2012-08-02,1365.0,1375.13,1354.65,1375.13,4193740000
2012-08-03,1390.99,1394.16,1365.45,1365.45,3751170000
2012-08-06,1394.23,1399.63,1391.04,1391.04,3122050000
2012-08-07,1401.35,1407.14,1394.46,1394.46,3682490000
2012-08-08,1402.22,1404.14,1396.13,1401.23,3221790000
2012-08-09,1402.8,1405.95,1398.8,1402.26,3119610000
2012-08-10,1405.87,1405.98,1395.62,1402.58,2767980000
2012-08-13,1404.11,1405.87,1397.32,1405.87,2499990000
2012-08-14,1403.93,1410.03,1400.6,1404.36,2930900000
2012-08-15,1405.53,1407.73,1401.83,1403.89,2655750000
2012-08-16,1415.51,1417.44,1404.15,1405.57,3114100000
2012-08-17,1418.16,1418.71,1414.67,1415.84,2922990000
2012-08-20,1418.13,1418.13,1412.12,1417.85,2766320000
2012-08-21,1413.17,1426.68,1410.86,1418.13,3282950000
2012-08-22,1413.49,1416.12,1406.78,1413.09,3062690000
2012-08-23,1402.08,1413.49,1400.5,1413.49,3008240000
2012-08-24,1411.13,1413.46,1398.04,1401.99,2598790000
2012-08-27,1410.44,1416.17,1409.11,1411.13,2472500000
2012-08-28,1409.3,1413.63,1405.59,1410.44,2629090000
2012-08-29,1410.49,1413.95,1406.57,1409.32,2571220000
2012-08-30,1399.48,1410.08,1397.01,1410.08,2530280000
2012-08-31,1406.58,1413.09,1398.96,1400.07,2938250000
2012-09-04,1404.94,1409.31,1396.56,1406.54,3200310000
2012-09-05,1403.44,1408.81,1401.25,1404.94,3389110000
2012-09-06,1432.12,1432.12,1403.74,1403.74,3952870000
2012-09-07,1437.92,1437.92,1431.45,1432.12,3717620000
2012-09-10,1429.08,1438.74,1428.98,1437.92,3223670000
2012-09-11,1433.56,1437.76,1429.13,1429.13,3509630000
2012-09-12,1436.56,1439.15,1432.99,1433.56,3641200000
2012-09-13,1459.99,1463.76,1435.34,1436.56,4606550000
2012-09-14,1465.77,1474.51,1460.07,1460.07,5041990000
2012-09-17,1461.19,1465.63,1457.55,1465.42,3482430000
2012-09-18,1459.32,1461.47,1456.13,1461.19,3377390000
2012-09-19,1461.05,1465.15,1457.88,1459.5,3451360000
2012-09-20,1460.26,1461.23,1449.98,1461.05,3382520000
2012-09-21,1460.15,1467.07,1459.51,1460.34,4833870000
2012-09-24,1456.89,1460.72,1452.06,1459.76,3008920000
2012-09-25,1441.59,1463.24,1441.59,1456.94,3739900000
2012-09-26,1433.32,1441.6,1430.53,1441.6,3565380000
2012-09-27,1447.15,1450.2,1433.36,1433.36,3150330000
2012-09-28,1440.67,1447.13,1435.6,1447.13,3509230000
2012-10-01,1444.49,1457.14,1440.9,1440.9,3505080000
2012-10-02,1445.75,1451.52,1439.01,1444.99,3321790000
2012-10-03,1450.99,1454.3,1441.99,1446.05,3531640000
2012-10-04,1461.4,1463.14,1451.08,1451.08,3615860000
2012-10-05,1460.93,1470.96,1456.89,1461.4,3172940000
2012-10-08,1455.88,1460.93,1453.1,1460.93,2328720000
2012-10-09,1441.48,1455.9,1441.18,1455.9,3216320000
2012-10-10,1432.56,1442.52,1430.64,1441.48,3225060000
2012-10-11,1432.84,1443.9,1432.82,1432.82,3672540000
2012-10-12,1428.59,1438.43,1425.53,1432.84,3134750000
2012-10-15,1440.13,1441.31,1427.24,1428.75,3483810000
2012-10-16,1454.92,1455.51,1440.31,1440.31,3568770000
2012-10-17,1460.91,1462.2,1453.35,1454.22,3655320000
2012-10-18,1457.34,1464.02,1452.63,1460.94,3880030000
2012-10-19,1433.19,1457.34,1429.85,1457.34,3875170000
2012-10-22,1433.82,1435.46,1422.06,1433.21,3216220000
2012-10-23,1413.11,1433.74,1407.56,1433.74,3587670000
2012-10-24,1408.75,1420.04,1407.1,1413.2,3385970000
2012-10-25,1412.97,1421.12,1405.14,1409.74,3512640000
2012-10-26,1411.94,1417.09,1403.28,1412.97,3284910000
2012-10-31,1412.16,1418.76,1405.95,1410.99,3577110000
2012-11-01,1427.59,1428.35,1412.2,1412.2,3929890000
2012-11-02,1414.2,1434.27,1412.91,1427.59,3732480000
2012-11-05,1417.26,1419.9,1408.13,1414.02,2921040000
2012-11-06,1428.39,1433.38,1417.26,1417.26,3306970000
2012-11-07,1394.53,1428.27,1388.14,1428.27,4356490000
2012-11-08,1377.51,1401.23,1377.51,1394.53,3779520000
2012-11-09,1379.85,1391.39,1373.03,1377.55,3647350000
2012-11-12,1380.03,1384.87,1377.19,1379.86,2567540000
2012-11-13,1374.53,1388.81,1371.39,1380.03,3455550000
2012-11-14,1355.49,1380.13,1352.5,1374.64,4109510000
2012-11-15,1353.33,1360.62,1348.05,1355.41,3928870000
2012-11-16,1359.88,1362.03,1343.35,1353.36,4045910000
2012-11-19,1386.89,1386.89,1359.88,1359.88,3374800000
2012-11-20,1387.81,1389.77,1377.04,1386.82,3207160000
2012-11-21,1391.03,1391.25,1386.39,1387.79,2667090000
2012-11-23,1409.15,1409.16,1391.03,1391.03,1504960000
2012-11-26,1406.29,1409.15,1397.68,1409.15,2948960000
2012-11-27,1398.94,1409.01,1398.03,1406.29,3323120000
2012-11-28,1409.93,1410.31,1385.43,1398.77,3359250000
2012-11-29,1415.95,1419.7,1409.04,1409.96,3356850000
2012-11-30,1416.18,1418.86,1411.63,1415.95,3966000000
2012-12-03,1409.46,1423.73,1408.46,1416.34,3074280000
2012-12-04,1407.05,1413.14,1403.65,1409.46,3247710000
2012-12-05,1409.28,1415.56,1398.23,1407.05,4253920000
2012-12-06,1413.94,1413.95,1405.93,1409.43,3229700000
2012-12-07,1418.07,1420.34,1410.9,1413.95,3125160000
2012-12-10,1418.55,1421.64,1415.64,1418.07,2999430000
2012-12-11,1427.84,1434.27,1418.55,1418.55,3650230000
2012-12-12,1428.48,1438.59,1426.76,1427.84,3709050000
2012-12-13,1419.45,1431.36,1416.0,1428.48,3349960000
2012-12-14,1413.58,1419.45,1411.88,1419.45,3210170000
2012-12-17,1430.36,1430.67,1413.54,1413.54,3455610000
2012-12-18,1446.79,1448.0,1430.47,1430.47,4302240000
2012-12-19,1435.81,1447.75,1435.8,1446.79,3869800000
2012-12-20,1443.69,1443.7,1432.82,1435.81,3686580000
2012-12-21,1430.15,1443.67,1422.58,1443.67,5229160000
2012-12-24,1426.66,1430.15,1424.66,1430.15,1248960000
2012-12-26,1419.83,1429.42,1416.43,1426.66,2285030000
2012-12-27,1418.1,1422.8,1401.8,1419.83,2830180000
2012-12-28,1402.43,1418.1,1401.58,1418.1,2426680000
2012-12-31,1426.19,1426.74,1398.11,1402.43,3204330000
2013-01-02,1462.42,1462.43,1426.19,1426.19,4202600000
2013-01-03,1459.37,1465.47,1455.53,1462.42,3829730000
2013-01-04,1466.47,1467.94,1458.99,1459.37,3424290000
2013-01-07,1461.89,1466.47,1456.62,1466.47,3304970000
2013-01-08,1457.15,1461.89,1451.64,1461.89,3601600000
2013-01-09,1461.02,1464.73,1457.15,1457.15,3674390000
2013-01-10,1472.12,1472.3,1461.02,1461.02,4081840000
2013-01-11,1472.05,1472.75,1467.58,1472.12,3340650000
2013-01-14,1470.68,1472.05,1465.69,1472.05,3003010000
2013-01-15,1472.34,1473.31,1463.76,1470.67,3135350000
2013-01-16,1472.63,1473.96,1467.6,1472.33,3384080000
2013-01-17,1480.94,1485.16,1472.63,1472.63,3706710000
2013-01-18,1485.98,1485.98,1475.81,1480.95,3795740000
2013-01-22,1492.56,1492.56,1481.16,1485.98,3570950000
2013-01-23,1494.81,1496.13,1489.9,1492.56,3552010000
2013-01-24,1494.82,1502.27,1489.46,1494.81,3699430000
2013-01-25,1502.96,1503.26,1494.82,1494.82,3476290000
2013-01-28,1500.18,1503.23,1496.33,1502.96,3388540000
2013-01-29,1507.84,1509.35,1498.09,1500.18,3949640000
2013-01-30,1501.96,1509.94,1500.11,1507.84,3726810000
2013-01-31,1498.11,1504.19,1496.76,1501.96,3999880000
2013-02-01,1513.17,1514.41,1498.11,1498.11,3836320000
2013-02-04,1495.71,1513.17,1495.02,1513.17,3390000000
2013-02-05,1511.29,1514.96,1495.71,1495.71,3618360000
2013-02-06,1512.12,1512.53,1504.71,1511.29,3611570000
2013-02-07,1509.39,1512.9,1498.49,1512.12,3614580000
2013-02-08,1517.93,1518.31,1509.39,1509.39,2986150000
2013-02-11,1517.01,1518.31,1513.61,1517.93,2684100000
2013-02-12,1519.43,1522.29,1515.61,1517.01,3414370000
2013-02-13,1520.33,1524.69,1515.93,1519.43,3385880000
2013-02-14,1521.38,1523.14,1514.02,1520.33,3759740000
2013-02-15,1519.79,1524.24,1514.14,1521.38,3838510000
2013-02-19,1530.94,1530.94,1519.79,1519.79,3748910000
2013-02-20,1511.95,1530.94,1511.41,1530.94,4240570000
2013-02-21,1502.42,1511.95,1497.29,1511.95,4274600000
2013-02-22,1515.6,1515.64,1502.42,1502.42,3419320000
2013-02-25,1487.85,1525.84,1487.85,1515.6,4011050000
2013-02-26,1496.94,1498.99,1485.01,1487.85,3975280000
2013-02-27,1515.99,1520.08,1494.88,1496.94,3551850000
2013-02-28,1514.68,1525.34,1514.46,1515.99,3912320000
2013-03-01,1518.2,1519.99,1501.48,1514.68,3695610000
2013-03-04,1525.2,1525.27,1512.29,1518.2,3414430000
2013-03-05,1539.79,1543.47,1525.2,1525.2,3610690000
2013-03-06,1541.46,1545.25,1538.11,1539.79,3676890000
2013-03-07,1544.26,1545.78,1541.46,1541.46,3634710000
2013-03-08,1551.18,1552.48,1542.94,1544.26,3652260000
2013-03-11,1556.22,1556.27,1547.36,1551.15,3091080000
2013-03-12,1552.48,1556.77,1548.24,1556.22,3274910000
2013-03-13,1554.52,1556.39,1548.25,1552.48,3073830000
2013-03-14,1563.23,1563.32,1554.52,1554.52,3459260000
2013-03-15,1560.7,1563.62,1555.74,1563.21,5175850000
2013-03-18,1552.1,1560.7,1545.13,1560.7,3164560000
2013-03-19,1548.34,1557.25,1538.57,1552.1,3796210000
2013-03-20,1558.71,1561.56,1548.34,1548.34,3349090000
2013-03-21,1545.8,1558.71,1543.55,1558.71,3243270000
2013-03-22,1556.89,1557.74,1545.9,1545.9,2948380000
2013-03-25,1551.69,1564.91,1546.22,1556.89,3178170000
2013-03-26,1563.77,1563.95,1551.69,1551.69,2869260000
2013-03-27,1562.85,1564.07,1551.9,1563.75,2914210000
2013-03-28,1569.19,1570.28,1561.08,1562.86,3304440000
2013-04-01,1562.17,1570.57,1558.47,1569.18,2753110000
2013-04-02,1570.25,1573.66,1562.17,1562.17,3312160000
2013-04-03,1553.69,1571.47,1549.8,1570.25,4060610000
2013-04-04,1559.98,1562.6,1552.52,1553.69,3350670000
2013-04-05,1553.28,1559.98,1539.5,1559.98,3515410000
2013-04-08,1563.07,1563.07,1548.63,1553.26,2887120000
2013-04-09,1568.61,1573.89,1560.92,1563.11,3252780000
2013-04-10,1587.73,1589.07,1568.61,1568.61,3453350000
2013-04-11,1593.37,1597.35,1586.17,1587.73,3393950000
2013-04-12,1588.85,1593.3,1579.97,1593.3,3206290000
2013-04-15,1552.36,1588.84,1552.28,1588.84,4660130000
2013-04-16,1574.57,1575.35,1552.36,1552.36,3654700000
2013-04-17,1552.01,1574.57,1543.69,1574.57,4250310000
2013-04-18,1541.61,1554.38,1536.03,1552.03,3890800000
2013-04-19,1555.25,1555.89,1539.4,1541.61,3569870000
2013-04-22,1562.5,1565.55,1548.19,1555.25,2979880000
2013-04-23,1578.78,1579.58,1562.5,1562.5,3565150000
2013-04-24,1578.79,1583.0,1575.8,1578.78,3598240000
2013-04-25,1585.16,1592.64,1578.93,1578.93,3908580000
2013-04-26,1582.24,1585.78,1577.56,1585.16,3198620000
2013-04-29,1593.61,1596.65,1582.34,1582.34,2891200000
2013-04-30,1597.57,1597.57,1586.5,1593.58,3745070000
2013-05-01,1582.7,1597.55,1581.28,1597.55,3530320000
2013-05-02,1597.59,1598.6,1582.77,1582.77,3366950000
2013-05-03,1614.42,1618.46,1597.6,1597.6,3603910000
2013-05-06,1617.5,1619.77,1614.21,1614.4,3062240000
2013-05-07,1625.96,1626.03,1616.64,1617.55,3309580000
2013-05-08,1632.69,1632.78,1622.7,1625.95,3554700000
2013-05-09,1626.67,1635.01,1623.09,1632.69,3457400000
2013-05-10,1633.7,1633.7,1623.71,1626.69,3086470000
2013-05-13,1633.77,1636.0,1626.74,1632.1,2910600000
2013-05-14,1650.34,1651.1,1633.75,1633.75,3457790000
2013-05-15,1658.78,1661.49,1646.68,1649.13,3657440000
2013-05-16,1650.47,1660.51,1648.6,1658.07,3513130000
2013-05-17,1667.47,1667.47,1652.45,1652.45,3440710000
2013-05-20,1666.29,1672.84,1663.52,1665.71,3275080000
2013-05-21,1669.16,1674.93,1662.67,1666.2,3513560000
2013-05-22,1655.35,1687.18,1648.86,1669.39,4361020000
2013-05-23,1650.51,1655.5,1635.53,1651.62,3945510000
2013-05-24,1649.6,1649.78,1636.88,1646.67,2758080000
2013-05-28,1660.06,1674.21,1652.63,1652.63,3457400000
2013-05-29,1648.36,1656.57,1640.05,1656.57,3587140000
2013-05-30,1654.41,1661.91,1648.61,1649.14,3498620000
2013-05-31,1630.74,1658.99,1630.74,1652.13,4099600000
2013-06-03,1640.42,1640.42,1622.72,1631.71,3952070000
2013-06-04,1631.38,1646.53,1623.62,1640.73,3653840000
2013-06-05,1608.9,1629.31,1607.09,1629.05,3632350000
2013-06-06,1622.56,1622.56,1598.23,1609.29,3547380000
2013-06-07,1643.38,1644.4,1625.27,1625.27,3371990000
2013-06-10,1642.81,1648.69,1639.26,1644.67,2978730000
2013-06-11,1626.13,1640.13,1622.92,1638.64,3435710000
2013-06-12,1612.52,1637.71,1610.92,1629.94,3202550000
2013-06-13,1636.36,1639.25,1608.07,1612.15,3378620000
2013-06-14,1626.73,1640.8,1623.96,1635.52,2939400000
2013-06-17,1639.04,1646.5,1630.34,1630.64,3137080000
2013-06-18,1651.81,1654.19,1639.77,1639.77,3120980000
2013-06-19,1628.93,1652.45,1628.91,1651.83,3545060000
2013-06-20,1588.19,1624.62,1584.32,1624.62,4858850000
2013-06-21,1592.43,1599.19,1577.7,1588.62,5797280000
2013-06-24,1573.09,1588.77,1560.33,1588.77,4733660000
2013-06-25,1588.03,1593.79,1577.09,1577.52,3761170000
2013-06-26,1603.26,1606.83,1592.27,1592.27,3558340000
2013-06-27,1613.2,1620.07,1606.44,1606.44,3364540000
2013-06-28,1606.28,1615.94,1601.06,1611.12,4977190000
2013-07-01,1614.96,1626.61,1609.78,1609.78,3104690000
2013-07-02,1614.08,1624.26,1606.77,1614.29,3317130000
2013-07-03,1615.41,1618.97,1604.57,1611.48,1966050000
2013-07-05,1631.89,1632.07,1614.71,1618.65,2634140000
2013-07-08,1640.46,1644.68,1634.2,1634.2,3514590000
2013-07-09,1652.32,1654.18,1642.89,1642.89,3155360000
2013-07-10,1652.62,1657.92,1647.66,1651.56,3011010000
2013-07-11,1675.02,1676.63,1657.41,1657.41,3446340000
2013-07-12,1680.19,1680.19,1672.33,1675.26,3039070000
2013-07-15,1682.5,1684.51,1677.89,1679.59,2623200000
2013-07-16,1676.26,1683.73,1671.84,1682.7,3081710000
2013-07-17,1680.91,1684.75,1677.91,1677.91,3153440000
2013-07-18,1689.37,1693.12,1681.05,1681.05,3452370000
2013-07-19,1692.09,1692.09,1684.08,1686.15,3302580000
2013-07-22,1695.53,1697.61,1690.67,1694.41,2779130000
2013-07-23,1692.39,1698.78,1691.13,1696.63,3096180000
2013-07-24,1685.94,1698.38,1682.57,1696.06,3336120000
2013-07-25,1690.25,1690.94,1680.07,1685.21,3322500000
2013-07-26,1691.65,1691.85,1676.03,1687.31,2762770000
2013-07-29,1685.33,1690.92,1681.86,1690.32,2840520000
2013-07-30,1685.96,1693.19,1682.42,1687.92,3320530000
2013-07-31,1685.73,1698.43,1684.94,1687.76,3847390000
2013-08-01,1706.87,1707.85,1689.42,1689.42,3775170000
2013-08-02,1709.67,1709.67,1700.68,1706.1,3136630000
2013-08-05,1707.14,1709.24,1703.55,1708.01,2529300000
2013-08-06,1697.37,1705.79,1693.29,1705.79,3141210000
2013-08-07,1690.91,1695.3,1684.91,1695.3,3010230000
2013-08-08,1697.48,1700.18,1688.38,1693.35,3271660000
2013-08-09,1691.42,1699.42,1686.02,1696.1,2957670000
2013-08-12,1689.47,1691.49,1683.35,1688.37,2789160000
2013-08-13,1694.16,1696.81,1682.62,1690.65,3035560000
2013-08-14,1685.39,1695.52,1684.83,1693.88,2871430000
2013-08-15,1661.32,1679.61,1658.59,1679.61,3426690000
2013-08-16,1655.83,1663.6,1652.61,1661.22,3211450000
2013-08-19,1646.06,1659.18,1645.84,1655.25,2904530000
2013-08-20,1652.35,1658.92,1646.08,1646.81,2994090000
2013-08-21,1642.8,1656.99,1639.43,1650.66,2932180000
2013-08-22,1656.96,1659.55,1645.03,1645.03,2537460000
2013-08-23,1663.5,1664.85,1654.81,1659.92,2582670000
2013-08-26,1656.78,1669.51,1656.02,1664.29,2430670000
2013-08-27,1630.48,1652.54,1629.05,1652.54,3219190000
2013-08-28,1634.96,1641.18,1627.47,1630.25,2784010000
2013-08-29,1638.17,1646.41,1630.88,1633.5,2527550000
2013-08-30,1632.97,1640.08,1628.05,1638.89,2734300000
2013-09-03,1639.77,1651.35,1633.41,1635.95,3731610000
2013-09-04,1653.08,1655.72,1637.41,1640.72,3312150000
2013-09-05,1655.08,1659.17,1653.07,1653.28,2957110000
2013-09-06,1655.17,1664.83,1640.62,1657.44,3123880000
2013-09-09,1671.71,1672.4,1656.85,1656.85,3102780000
2013-09-10,1683.99,1684.09,1675.11,1675.11,3691800000
2013-09-11,1689.13,1689.13,1678.7,1681.04,3135460000
2013-09-12,1683.42,1689.97,1681.96,1689.21,3106290000
2013-09-13,1687.99,1688.73,1682.22,1685.04,2736500000
2013-09-16,1697.6,1704.95,1691.7,1691.7,3079800000
2013-09-17,1704.76,1705.52,1697.73,1697.73,2774240000
2013-09-18,1725.52,1729.44,1700.35,1705.74,3989760000
2013-09-19,1722.34,1729.86,1720.2,1727.34,3740130000
2013-09-20,1709.91,1725.23,1708.89,1722.44,5074030000
2013-09-23,1701.84,1711.44,1697.1,1711.44,3126950000
2013-09-24,1697.42,1707.63,1694.9,1702.6,3268930000
2013-09-25,1692.77,1701.71,1691.88,1698.02,3148730000
2013-09-26,1698.67,1703.85,1693.11,1694.05,2813930000
2013-09-27,1691.75,1695.52,1687.11,1695.52,2951700000
2013-09-30,1681.55,1687.26,1674.99,1687.26,3308630000
2013-10-01,1695.0,1696.55,1682.07,1682.41,3238690000
2013-10-02,1693.87,1693.87,1680.34,1691.9,3148600000
2013-10-03,1678.66,1692.35,1670.36,1692.35,3279650000
2013-10-04,1690.5,1691.94,1677.33,1678.79,2880270000
2013-10-07,1676.12,1687.15,1674.7,1687.15,2678490000
2013-10-08,1655.45,1676.79,1655.03,1676.22,3569230000
2013-10-09,1656.4,1662.47,1646.47,1656.99,3577840000
2013-10-10,1692.56,1692.56,1660.88,1660.88,3362300000
2013-10-11,1703.2,1703.44,1688.52,1691.09,2944670000
2013-10-14,1710.14,1711.03,1692.13,1699.86,2580580000
2013-10-15,1698.06,1711.57,1695.93,1709.17,3327740000
2013-10-16,1721.54,1721.76,1700.49,1700.49,3486180000
2013-10-17,1733.15,1733.45,1714.12,1720.17,3453590000
2013-10-18,1744.5,1745.31,1735.74,1736.72,3664890000
2013-10-21,1744.66,1747.79,1740.67,1745.2,3052710000
2013-10-22,1754.67,1759.33,1746.48,1746.48,3850840000
2013-10-23,1746.38,1752.27,1740.5,1752.27,3713380000
2013-10-24,1752.07,1753.94,1745.5,1747.48,3671700000
2013-10-25,1759.77,1759.82,1752.45,1756.01,3175720000
2013-10-28,1762.11,1764.99,1757.67,1759.42,3282300000
2013-10-29,1771.95,1772.09,1762.93,1762.93,3358460000
2013-10-30,1763.31,1775.22,1757.24,1772.27,3523040000
2013-10-31,1756.54,1768.53,1755.72,1763.24,3826530000
2013-11-01,1761.64,1765.67,1752.7,1758.7,3686290000
2013-11-04,1767.93,1768.78,1761.56,1763.4,3194870000
2013-11-05,1762.97,1767.03,1755.76,1765.67,3516680000
2013-11-06,1770.49,1773.74,1764.4,1765.0,3322100000
2013-11-07,1747.15,1774.54,1746.2,1770.74,4143200000
2013-11-08,1770.61,1770.78,1747.63,1748.37,3837170000
2013-11-11,1771.89,1773.44,1767.85,1769.96,2534060000
2013-11-12,1767.69,1771.78,1762.29,1769.51,3221030000
